ECN_CODE,PLNTT_CODE_SHORT,PLNTT_CODE,BRC_CODE_short,BRC_CODE,BRC_CONCEPT,NBN,ECN_name_plus_extras,BRC_NAME,PLABRYATT_VTA.NAME,DESC_ABBR,GROWTH_STAGE,PHYLUM,TX_LV_ECN,TX_LV_BRC_PLNTT,PLANT_TYPE,Tjan,Tjul,Prec,E1,E2,L,F,R,N,S,HM,Ord,FamA,VTR.Taxon.name,Competitor,Ruderal,Stress.Tolerant,BRC.V.PLNATT,match.comment,gbif.matched_name,gbif.classification_path,gbif.classification_path_ranks,gbif.classification_path_ids,gbif.taxon_id,gbif.score
101,0920_2527,0920  2527,,,,,Acaena novae-zelandiae,,Acaena novae-zelandiae,,,vascular,spp,spp,forb,3.765494505,15.23384615,830.8032692,,,8,3,6,3,0,NA,Rosa,Rosa,Acaena novae-zelandiae,NA,NA,NA,match,,Acaena novae-zelandiae Kirk,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Acaena|Acaena novae-zelandiae,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3031147|5370755,5370755,0.988
102,0920_3,0920     3,0920_3,902 3,Vas_3,,Acer campestre (c),Acer campestre,Acer campestre,acer campe (c),(c),vascular,spp,spp,,3.588723864,15.6942682,839.1454164,7,3,5,5,7,6,0,NA,Sapi,Sapi,Acer campestre,2,0,2,match,,Acer campestre L.,Plantae|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Acer|Acer campestre,kingdom|phylum|class|order|family|genus|species,6|7707728|220|933|6657|3189834|3189863,3189863,0.988
2599,0920_3,0920     3,0920_3,902 3,Vas_3,,Acer campestre (g),Acer campestre,Acer campestre,,(g),vascular,spp,spp,,3.588723864,15.6942682,839.1454164,7,3,5,5,7,6,0,NA,Sapi,Sapi,Acer campestre,2,0,2,match,,Acer campestre L.,Plantae|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Acer|Acer campestre,kingdom|phylum|class|order|family|genus|species,6|7707728|220|933|6657|3189834|3189863,3189863,0.988
2598,0920_3,0920     3,0920_3,902 3,Vas_3,,Acer campestre (s),Acer campestre,Acer campestre,acer campe (s),(s),vascular,spp,spp,,3.588723864,15.6942682,839.1454164,7,3,5,5,7,6,0,NA,Sapi,Sapi,Acer campestre,2,0,2,match,,Acer campestre L.,Plantae|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Acer|Acer campestre,kingdom|phylum|class|order|family|genus|species,6|7707728|220|933|6657|3189834|3189863,3189863,0.988
2601,0920_5,0920     5,0920_5,902 5,Vas_5,,Acer pseudoplatanus (g),Acer pseudoplatanus,Acer pseudoplatanus,,(g),vascular,spp,spp,,3.56826972,14.5665564,1082.828391,7,3,4,5,6,6,0,NA,Sapi,Sapi,Acer pseudoplatanus,3,0,1,match,,Acer pseudoplatanus L.,Plantae|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Acer|Acer pseudoplatanus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|933|6657|3189834|3189870,3189870,0.988
104,0920_7,0920     7,0920_7,902 7,Vas_7,,Achillea millefolium,Achillea millefolium,Achillea millefolium,achi mille,,vascular,spp,spp,,3.543711368,14.46028756,1102.532794,5,5,7,5,6,4,1,NA,Aste,Aste,Achillea millefolium,1.333333333,1.333333333,1.333333333,match,,Achillea millefolium L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Achillea|Achillea millefolium,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3119995|3120060,3120060,0.988
105,0920_9,0920     9,0920_9,902 9,Vas_9,,Achillea ptarmica,Achillea ptarmica,Achillea ptarmica,,,vascular,spp,spp,,3.280912892,14.26537631,1146.373395,5,5,7,7,5,3,0,NA,Aste,Aste,Achillea ptarmica,1.7,0.6,1.7,match,,Achillea ptarmica L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Achillea|Achillea ptarmica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3119995|3120333,3120333,0.988
110,0920_20,0920    20,0920_20,902 20,Vas_20,,Aegopodium podagraria,Aegopodium podagraria,Aegopodium podagraria,aego podag,,vascular,spp,spp,,3.551264162,14.59242993,1063.914226,7,4,6,5,6,7,0,NA,Apia,Apia,Aegopodium podagraria,2,2,0,match,,Aegopodium podagraria L.,Plantae|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Aegopodium|Aegopodium podagraria,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1351|6720|3034619|3034620,3034620,0.988
113,0920_22,0920    22,0920_22,902 22,Vas_22,,Agrimonia eupatoria,Agrimonia eupatoria,Agrimonia eupatoria,agri eupat,,vascular,spp,spp,,3.806193467,15.14649079,953.4478046,8,4,7,4,7,4,0,NA,Rosa,Rosa,Agrimonia eupatoria,1.333333333,1.333333333,1.333333333,match,,Agrimonia eupatoria Michx.,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Agrimonia|Agrimonia parviflora,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3001953|8236970,7352810,0.988
120,0920_35.2,0920    35.2,0920_35.2,902 35.2,Vas_35.2,,Agrostis canina,Agrostis canina,Agrostis canina,agro canin,,vascular,spp,spp,,3.463518048,14.48333503,1128.330968,5,6,7,7,3,3,0,NA,Poal,Poac,Agrostis canina,0.6,1.7,1.7,match,,Agrostis canina L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Agrostis|Agrostis canina,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2706434|2706465,2706465,0.988
123,0920_40,0920    40,0920_40,902 40,Vas_40,,Agrostis capillaris,Agrostis capillaris,Agrostis capillaris,agro capil,,vascular,spp,spp,,3.523154729,14.45098414,1103.805869,5,4,6,5,4,4,0,NA,Poal,Poac,Agrostis capillaris,1.333333333,1.333333333,1.333333333,match,,Agrostis capillaris L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Agrostis|Agrostis capillaris,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2706434|2706490,2706490,0.988
3079,0920_38,0920    38,0920_38,902 38,Vas_38,,Agrostis curtisii,Agrostis curtisii,Agrostis curtisii,,,vascular,spp,spp,,4.887707317,15.78902439,1081.763598,8,1,7,6,2,1,0,NA,Poal,Poac,Agrostis curtisii,NA,NA,NA,match,,Agrostis curtisii Kerguélen,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Agrostis|Agrostis curtisii,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2706434|4124303,4124303,0.988
122,0920_39,0920    39,0920_39,902 39,Vas_39,,Agrostis stolonifera,Agrostis stolonifera,Agrostis stolonifera,agro stolo,,vascular,spp,spp,,3.55189211,14.4593022,1101.060143,6,6,7,6,7,6,1,NA,Poal,Poac,Agrostis stolonifera,2,2,0,match,,Agrostis stolonifera L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Agrostis|Agrostis stolonifera,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2706434|2706435,2706435,0.988
2701,0920_35.1,0920    35.1,0920_35.1,902 35.1,Vas_35.1,,Agrostis vinealis,Agrostis vinealis,Agrostis vinealis,agro vinea,,vascular,spp,spp,,3.273910307,14.0301967,1199.755728,7,3,7,6,3,2,0,NA,Poal,Poac,Agrostis vinealis,1.333333333,1.333333333,1.333333333,match,,Agrostis vinealis Schreb.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Agrostis|Agrostis vinealis,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2706434|2706458,2706458,0.988
124,0920_41,0920    41,0920_41,902 41,Vas_41,,Aira caryophyllea,Aira caryophyllea,Aira caryophyllea,,,vascular,spp,spp,,3.67144498,14.56900333,1087.283887,8,3,8,2,5,2,0,NA,Poal,Poac,Aira caryophyllea,0,2,2,match,,Aira caryophyllea L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Aira|Aira caryophyllea,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2702432|7747216,7747216,0.988
125,0920_42,0920    42,0920_42,902 42,Vas_42,,Aira praecox,Aira praecox,Aira praecox,,,vascular,spp,spp,,3.468379165,14.29299903,1148.658666,8,2,8,2,4,2,0,NA,Poal,Poac,Aira praecox,0,2,2,match,,Aira praecox L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Aira|Aira praecox,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2702432|5289582,5289582,0.988
127,0920_46,0920    46,0920_46,902 46,Vas_46,,Ajuga reptans,Ajuga reptans,Ajuga reptans,ajug repta,,vascular,spp,spp,,3.438544244,14.55239454,1095.290107,7,3,5,7,5,5,0,NA,Lami,Lami,Ajuga reptans,0.675,2.65,0.675,match,,Ajuga reptans L.,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Ajuga|Ajuga reptans,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2497|2927077|2927078,2927078,0.988
131,0920_4480,0920  4480,0920_4480,902 4480,Vas_4480,,Alchemilla filicaulis,Alchemilla filicaulis,Alchemilla filicaulis,,,vascular,spp,spp,,2.92042007,14.0857993,1185.035938,4,3,8,6,6,3,0,NA,Rosa,Rosa,Alchemilla filicaulis,NA,NA,NA,match,,Alchemilla filicaulis Buser,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Alchemilla|Alchemilla filicaulis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3027437|3027485,3027485,0.988
2705,0920_4480,0920  4480,0920_57,902 57,Vas_57,,Alchemilla filicaulis vestita,Alchemilla filicaulis subsp. vestita,Alchemilla filicaulis,,,vascular,subsp,spp,,2.92042007,14.0857993,1185.035938,4,3,8,6,6,3,0,NA,Rosa,Rosa,Alchemilla filicaulis,NA,NA,NA,resolved,resolved to species not ssp,Alchemilla filicaulis Buser,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Alchemilla|Alchemilla filicaulis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3027437|3027485,3027485,0.988
132,0920_51,0920    51,0920_51,902 51,Vas_51,,Alchemilla glabra,Alchemilla glabra,Alchemilla glabra,alch glabr,,vascular,spp,spp,,2.599959786,13.38459786,1338.151639,5,3,7,6,6,4,0,NA,Rosa,Rosa,Alchemilla glabra,NA,NA,NA,match,,Alchemilla glabra Neygenf.,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Alchemilla|Alchemilla glabra,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3027437|3027640,3027640,0.988
141,0920_60,0920    60,0920_60,902 60,Vas_60,,Alchemilla xanthochlora,Alchemilla xanthochlora,Alchemilla xanthochlora,,,vascular,spp,spp,,2.846884615,13.91774615,1173.896642,7,3,6,5,6,4,0,NA,Rosa,Rosa,Alchemilla xanthochlora,NA,NA,NA,match,,Alchemilla xanthochlora Rothm.,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Alchemilla|Alchemilla xanthochlora,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3027437|3028198,3028198,0.988
143,0920_63,0920    63,,,,,Alisma plantago-aquatica,,Alisma plantago-aquatica,,,vascular,spp,spp,forb,3.803931409,15.15252614,949.9631587,6,6,7,10,7,7,0,NA,Alis,Alis,Alisma plantago-aquatica,1,3,0,match,,Alisma plantago-aquatica L.,Plantae|Tracheophyta|Liliopsida|Alismatales|Alismataceae|Alisma|Alisma plantago-aquatica,kingdom|phylum|class|order|family|genus|species,6|7707728|196|551|3720|2865099|2865100,2865100,0.988
667,0920_8283,0920  8283,,,,,Allium ampeloprasum ssp ampeloprasum,,Allium ampeloprasum,,,vascular,spp,spp,,5.514731183,15.51021505,1068.21879,9,1,8,4,6,5,0,NA,Aspa,Alli,Allium ampeloprasum,NA,NA,NA,match,,Allium ampeloprasum L.,Plantae|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Allium|Allium ampeloprasum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7682|9624496|2856037,2856037,0.988
148,0920_72,0920    72,,,,,Allium schoenoprasum,,Allium schoenoprasum,,,vascular,spp,spp,forb,3.973478261,14.85130435,1052.396413,2,6,8,6,5,1,0,NA,Aspa,Alli,Allium schoenoprasum,NA,NA,NA,match,,Allium schoenoprasum L.,Plantae|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Allium|Allium schoenoprasum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7682|9624496|2855860,2855860,0.988
151,0920_75,0920    75,0920_75,902 75,Vas_75,,Allium ursinum,Allium ursinum,Allium ursinum,,,vascular,spp,spp,,3.536561067,14.75735306,1065.296767,7,3,4,6,7,7,0,NA,Aspa,Alli,Allium ursinum,0,2,2,match,,Allium ursinum L.,Plantae|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Allium|Allium ursinum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7682|9624496|2857601,2857601,0.988
153,0920_77,0920    77,0920_77,902 77,Vas_77,,Alnus glutinosa (c),Alnus glutinosa,Alnus glutinosa,,(c),vascular,spp,spp,,3.491072378,14.54472378,1099.503928,7,4,5,8,6,6,0,NA,Faga,Betu,Alnus glutinosa,2,0,2,match,,Alnus glutinosa Medik.,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Alnus|Alnus glutinosa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2876099|7932662,7932662,0.988
2603,0920_77,0920    77,0920_77,902 77,Vas_77,,Alnus glutinosa (g),Alnus glutinosa,Alnus glutinosa,,(g),vascular,spp,spp,,3.491072378,14.54472378,1099.503928,7,4,5,8,6,6,0,NA,Faga,Betu,Alnus glutinosa,2,0,2,match,,Alnus glutinosa Medik.,Plantae|Tracheophyta|Magnoliopsida|Fagales|Betulaceae|Alnus|Alnus glutinosa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4688|2876099|7932662,7932662,0.988
156,0920_82,0920    82,0920_82,902 82,Vas_82,,Alopecurus geniculatus,Alopecurus geniculatus,Alopecurus geniculatus,alop genic,,vascular,spp,spp,,3.533375478,14.51237577,1086.522632,5,3,8,7,6,6,1,NA,Poal,Poac,Alopecurus geniculatus,2,2,0,match,,Alopecurus geniculatus L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Alopecurus|Alopecurus geniculatus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2705236|5290090,5290090,0.988
158,0920_85,0920    85,0920_85,902 85,Vas_85,,Alopecurus pratensis,Alopecurus pratensis,Alopecurus pratensis,alop prate,,vascular,spp,spp,,3.530139241,14.65608544,1032.240422,5,4,7,5,6,7,0,NA,Poal,Poac,Alopecurus pratensis,2.65,0.675,0.675,match,,Alopecurus pratensis L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Alopecurus|Alopecurus pratensis,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2705236|5290081,5290081,0.988
159,0920_97,0920    97,,,,,Ammophila arenaria,,Ammophila arenaria,,,vascular,spp,spp,grass,4.361222222,14.42423611,1083.143802,8,3,9,4,6,3,3,NA,Poal,Poac,Ammophila arenaria,NA,NA,NA,match,,Ammophila arenaria Link,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Ammophila|Ammophila arenaria,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703794|5289845,5289845,0.988
160,0920_98,0920    98,,,,,Anacamptis pyramidalis,,Anacamptis pyramidalis,,,vascular,spp,spp,forb,4.098651591,15.4889866,860.6837877,8,3,8,4,8,3,0,NA,Aspa,Orch,Anacamptis pyramidalis,0.6,1.7,1.7,match,,Anacamptis pyramidalis Rich.,Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Anacamptis|Anacamptis pyramidalis,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1169|7689|2808313|2808330,2808330,0.988
161,0920_99,0920    99,0920_99,902 99,Vas_99,,Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,anag arven,,vascular,spp,spp,,3.967161845,15.15593041,961.9011532,8,4,7,4,6,5,0,NA,Eric,Prim,Anagallis arvensis,0,3,1,match,,Anagallis arvensis L.,Plantae|Tracheophyta|Magnoliopsida|Ericales|Primulaceae|Lysimachia|Lysimachia arvensis|Lysimachia arvensis arvensis,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|220|1353|6674|3169330|8184903|9631539,3169305,0.988
163,0920_100,0920   100,0920_100,902 100,Vas_100,,Anagallis tenella,Anagallis tenella,Anagallis tenella,,,vascular,spp,spp,,3.99408495,14.60438385,1138.903895,8,1,8,8,5,3,0,NA,Eric,Prim,Anagallis tenella,0,2,2,match,,Anagallis tenella (L.) L. L. (L.),Plantae|Tracheophyta|Magnoliopsida|Ericales|Primulaceae|Lysimachia|Lysimachia tenella,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1353|6674|3169330|4005183,3169304,0.988
165,0920_103,0920   103,,,,,Andromeda polifolia,,Andromeda polifolia,,,vascular,spp,spp,forb,3.347620321,14.36163102,1159.463663,4,6,9,9,1,1,0,NA,Eric,Eric,Andromeda polifolia,NA,NA,NA,match,,Andromeda polifolia L.,Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Andromeda|Andromeda polifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1353|2505|2882786|5333413,5333413,0.988
166,0920_105,0920   105,0920_105,902 105,Vas_105,,Anemone nemorosa,Anemone nemorosa,Anemone nemorosa,,,vascular,spp,spp,,3.311253952,14.51145767,1113.385148,7,4,5,6,5,4,0,NA,Ranu,Ranu,Anemone nemorosa,0,2,2,match,,Anemone nemorosa L.,Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Anemone|Anemone nemorosa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|399|2410|3016227|3033263,3033263,0.988
167,0920_109,0920   109,0920_109,902 109,Vas_109,,Angelica sylvestris,Angelica sylvestris,Angelica sylvestris,ange sylve,,vascular,spp,spp,,3.531392439,14.44117487,1109.40441,5,4,7,8,6,5,0,NA,Apia,Apia,Angelica sylvestris,3,1,0,match,,Angelica sylvestris L.,Plantae|Tracheophyta|Magnoliopsida|Apiales|Apiaceae|Angelica|Angelica sylvestris,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1351|6720|3034560|5371818,5371818,0.988
262,0920_113,0920   113,0920_113,902 113,Vas_113,,Bromus sterilis,Anisantha sterilis,Anisantha sterilis,brom steri,,vascular,spp,spp,,3.779197356,15.30450897,892.6706551,8,3,7,5,8,7,0,NA,Poal,Poac,Anisantha sterilis,1,3,0,match,,Anisantha sterilis (L.) Nevski Nevski (L.),Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Bromus|Bromus sterilis,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2703642|2703647,2703648,0.988
3385,,,0920_120,902 120,Vas_120,NBNSYS0000004447,Anthemis tinctoria,Anthemis tinctoria,Anthemis tinctoria,,,vascular,spp,,,NA,NA,NA,,,NA,NA,NA,NA,#N/A,NA,,,NA,NA,NA,NA,match,,Anthemis tinctoria L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Cota|Cota tinctoria|Cota tinctoria tinctoria,kingdom|phylum|class|order|family|genus|species|subspecies,6|7707728|220|414|3065|7925185|5390618|7066062,3102756,0.988
3386,0920_122,0920   122,,,,,Anthoxanthum aristatum,,Anthoxanthum aristatum,,,vascular,spp,spp,,3.882553191,16.0106383,774.8739894,,,7,4,4,5,0,NA,Poal,Poac,Anthoxanthum aristatum,NA,NA,NA,match,,Anthoxanthum aristatum Boiss.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Anthoxanthum|Anthoxanthum aristatum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2705971|2705972,2705972,0.988
171,0920_121,0920   121,0920_121,902 121,Vas_121,,Anthoxanthum odoratum,Anthoxanthum odoratum,Anthoxanthum odoratum,anthox odora,,vascular,spp,spp,,3.539251007,14.44425235,1106.390787,6,4,7,6,4,3,0,NA,Poal,Poac,Anthoxanthum odoratum,0.6,1.7,1.7,match,,Anthoxanthum odoratum L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Anthoxanthum|Anthoxanthum odoratum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2705971|2705975,2705975,0.988
174,0920_126,0920   126,0920_126,902 126,Vas_126,,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,anthy vulne,,vascular,spp,spp,,3.694203737,14.60831851,1030.370575,5,3,8,4,7,2,0,NA,Faba,Faba,Anthyllis vulneraria,0.6,1.7,1.7,match,,Anthyllis vulneraria L.,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Anthyllis|Anthyllis vulneraria,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|2952416|5352367,5352367,0.988
177,0920_132,0920   132,0920_132,902 132,Vas_132,,Aphanes arvensis,Aphanes arvensis,Aphanes arvensis,,,vascular,spp,spp,,3.677389598,15.03778705,956.3295228,7,3,8,4,6,4,0,NA,Rosa,Rosa,Aphanes arvensis,0,3,1,match,,Aphanes arvensis L.,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Aphanes|Aphanes arvensis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3011997|5365013,5365013,0.988
185,0920_146,0920   146,0920_146,902 146,Vas_146,,Arabis hirsuta,Arabis hirsuta,Arabis hirsuta,,,vascular,spp,spp,,3.293277169,14.60547599,1104.107363,5,6,7,5,8,3,0,NA,Bras,Bras,Arabis hirsuta,0.675,0.675,2.65,match,,Arabis hirsuta DC.,Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Arabis|Arabis ciliata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7225535|3112|5374837|5374982,7353463,0.988
2792,0920_2405,0920  2405,0920_22000,902 22000,Vas_22000,NBNSYS0000004483,Arctium agg,Arctium minus agg.,Arctium minus,,,vascular,gen,spp,,3.691356244,14.7235471,1051.469461,7,5,6,4,7,5,0,NA,Aste,Aste,Arctium minus,3,1,0,resolved,best match,Arctium minus Bernh.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Arctium|Arctium minus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|8106066|5393103,5393103,0.988
186,0920_2405,0920  2405,0920_2405,902 2405,Vas_2405,,Arctium minus,Arctium minus,Arctium minus,,,vascular,spp,spp,,3.691356244,14.7235471,1051.469461,7,5,6,4,7,5,0,NA,Aste,Aste,Arctium minus,3,1,0,match,,Arctium minus Bernh.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Arctium|Arctium minus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|8106066|5393103,5393103,0.988
194,0920_162,0920   162,0920_162,902 162,Vas_162,,Arenaria serpyllifolia,Arenaria serpyllifolia,Arenaria serpyllifolia,aren serpy,,vascular,spp,spp,,3.647222014,14.88252714,986.3842222,8,4,8,3,7,5,0,NA,Cary,Cary,Arenaria serpyllifolia,0,2,2,match,,Arenaria serpyllifolia L.,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Caryophyllaceae|Arenaria|Arenaria serpyllifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|2518|7937950|8089871,8089871,0.988
195,0920_166,0920   166,0920_166,902 166,Vas_166,,Armeria maritima,Armeria maritima,Armeria maritima,,,vascular,spp,spp,,3.930697183,14.05457042,1264.644687,3,6,8,7,5,5,3,NA,Cary,Plum,Armeria maritima,NA,NA,NA,match,,Armeria maritima Willd.,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Plumbaginaceae|Armeria|Armeria maritima,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|2419|3082288|8930531,8930531,0.988
197,0920_169,0920   169,0920_169,902 169,Vas_169,,Arrhenatherum elatius,Arrhenatherum elatius,Arrhenatherum elatius,arrh elati,,vascular,spp,spp,,3.584795806,14.52664183,1089.332928,7,3,7,5,7,7,0,NA,Poal,Poac,Arrhenatherum elatius,2.65,0.675,0.675,match,,Arrhenatherum elatius P.Beauv.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Arrhenatherum|Arrhenatherum elatius,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2704504|8114036,8114036,0.988
201,0920_176,0920   176,0920_176,902 176,Vas_176,,Arum maculatum,Arum maculatum,Arum maculatum,arum macul,,vascular,spp,spp,,3.890576752,15.28759539,930.9872482,7,3,4,5,7,7,0,NA,Alis,Arac,Arum maculatum,0,2,2,match,,Arum maculatum L.,Plantae|Tracheophyta|Liliopsida|Alismatales|Araceae|Arum|Arum maculatum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|551|6979|2869757|5330580,5330580,0.988
202,0920_5472,0920  5472,0920_5472,902 5472,Vas_5472,,Asperula cynanchica,Asperula cynanchica,Asperula cynanchica,aspe cynan,,vascular,spp,spp,,3.963048128,15.94839572,841.5106083,7,3,7,3,8,2,0,NA,Gent,Rubi,Asperula cynanchica,NA,NA,NA,match,,Asperula cynanchica L.,Plantae|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Asperula|Asperula cynanchica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|412|8798|2916597|2917026,2917026,0.988
203,0910_185.1,0910   185.1,,,,,Asplenium adiantum-nigrum,,Asplenium adiantum-nigrum,,,vascular,spp,spp,fern,3.698570425,14.62793116,1109.8981450000001,7,3,6,4,5,5,0,NA,Poly,Aspl,Asplenium adiantum-nigrum,0,0,4,match,,Asplenium adiantum-nigrum L.,Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Aspleniaceae|Asplenium|Asplenium adiantum-nigrum,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|6625|2650583|2650594,2650594,0.988
206,0910_192,0910   192,,,,,Asplenium ruta-muraria,,Asplenium ruta-muraria,,,vascular,spp,spp,fern,3.67117342,14.71364668,1074.087182,7,6,7,3,7,2,0,NA,Poly,Aspl,Asplenium ruta-muraria,0,0,4,match,,Asplenium ruta-muraria L.,Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Aspleniaceae|Asplenium|Asplenium ruta-muraria,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|6625|2650583|2650625,2650625,0.988
208,0910_194,0910   194,,,,,Asplenium trichomanes,,Asplenium trichomanes,,,vascular,spp,spp,fern,3.588162246,14.52547894,1121.228609,8,6,5,3,8,2,0,NA,Poly,Aspl,Asplenium trichomanes,0,0,4,match,,Asplenium trichomanes L.,Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Aspleniaceae|Asplenium|Asplenium trichomanes,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|6625|2650583|8108066,8108066,0.988
209,0910_195,0910   195,,,,,Asplenium viride,,Asplenium viride,,,vascular,spp,spp,fern,1.991004184,12.78539749,1701.048719,4,6,4,5,8,3,0,NA,Poly,Aspl,Asplenium viride,NA,NA,NA,match,,Asplenium viride Huds.,Plantae|Tracheophyta|Polypodiopsida|Polypodiales|Aspleniaceae|Asplenium|Asplenium viride,kingdom|phylum|class|order|family|genus|species,6|7707728|7228684|392|6625|2650583|2650716,2650716,0.988
