ECN_CODE,PLNTT_CODE_SHORT,PLNTT_CODE,BRC_CODE_short,BRC_CODE,BRC_CONCEPT,NBN,ECN_name_plus_extras,BRC_NAME,PLABRYATT_VTA.NAME,DESC_ABBR,GROWTH_STAGE,PHYLUM,TX_LV_ECN,TX_LV_BRC_PLNTT,PLANT_TYPE,Tjan,Tjul,Prec,E1,E2,L,F,R,N,S,HM,Ord,FamA,VTR.Taxon.name,Competitor,Ruderal,Stress.Tolerant,BRC.V.PLNATT,match.comment,gbif.matched_name,gbif.classification_path,gbif.classification_path_ranks,gbif.classification_path_ids,gbif.taxon_id,gbif.score
2113,0810_747,0810_747,Bry_747,Bry_747,Bry_747,,Diplophyllum albicans,Diplophyllum albicans,Diplophyllum albicans,diplop albic,,bryophyte,spp,spp,,3.3,14,1286,5,2,5,6,2,1,0,3,Jung,,NA,NA,NA,NA,match,,Diplophyllum albicans (L.) Dumort. Dumort. (L.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Scapaniaceae|Diplophyllum|Diplophyllum albicans,kingdom|phylum|class|order|family|genus|species,6|9|126|381|6129|2689188|5286350,5286350,0.988
1649,0820_216,0820_216,Bry_216,Bry_216,Bry_216,,Ditrichum flexicaule,Ditrichum flexicaule s.l.,Ditrichum flexicaule s.l.,,,bryophyte,spp,spp,,3.2,14.1,1231,6,6,7,5,7,2,0,0,Dicr,,NA,NA,NA,NA,match,,"Ditrichum flexicaule Hampe, 1867",Plantae|Bryophyta|Bryopsida|Dicranales|Ditrichaceae|Ditrichum|Ditrichum flexicaule,kingdom|phylum|class|order|family|genus|species,6|35|327|1335|8743|2675742|5282360,5282360,0.988
7009,0820_1348,0820_1348,,,,,Ditrichum gracile,,Ditrichum gracile,,,bryophyte,spp,spp,,3.4,14.5,1221,5,6,7,5,7,2,0,0,Dicr,,NA,NA,NA,NA,match,,"Ditrichum gracile Kuntze, 1891",Plantae|Bryophyta|Bryopsida|Dicranales|Ditrichaceae|Ditrichum|Ditrichum gracile,kingdom|phylum|class|order|family|genus|species,6|35|327|1335|8743|2675742|5282336,5282336,0.988
1650,0820_217,0820_217,Bry_217,Bry_217,Bry_217,,Ditrichum heteromallum,Ditrichum heteromallum,Ditrichum heteromallum,,,bryophyte,spp,spp,,2.9,13.7,1447,5,3,5,6,3,2,0,0,Dicr,,NA,NA,NA,NA,match,,"Ditrichum heteromallum Britton, 1913",Plantae|Bryophyta|Bryopsida|Dicranales|Ditrichaceae|Ditrichum|Ditrichum heteromallum,kingdom|phylum|class|order|family|genus|species,6|35|327|1335|8743|2675742|5282385,5282385,0.988
3266,0820_226.1,0820_226.1,,,,,Drepanocladus revolvens var. intermedius,,Drepanocladus cossonii,,,bryophyte,subsp,spp,,3.3,14,1323,2,6,8,8,7,2,0,0,Hypn,,NA,NA,NA,NA,resolved,matched to NBN preferred,Drepanocladus cossonii (Schimp.) Loeske Loeske (Schimp.),Plantae|Bryophyta|Bryopsida|Hypnales|Amblystegiaceae|Scorpidium|Scorpidium cossonii,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4650|2681638|2681639,7363002,0.988
1665,0820_233,0820_233,,,,,Encalypta streptocarpa,,Encalypta streptocarpa,,,bryophyte,spp,spp,,3.2,14.4,1195,5,5,6,4,8,2,0,1,Enca,,NA,NA,NA,NA,match,,"Encalypta streptocarpa Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Pottiales|Encalyptaceae|Encalypta|Encalypta streptocarpa,kingdom|phylum|class|order|family|genus|species,6|35|327|621|8770|2670399|5280149,5280149,0.988
1667,0820_235,0820_235,Bry_235,Bry_235,Bry_235,,Entodon concinnus,Entodon concinnus,Entodon concinnus,,,bryophyte,spp,spp,,3.4,14.5,1120,4,6,8,4,8,2,0,0,Hypn,,NA,NA,NA,NA,match,,"Entodon concinnus Paris, 1904",Plantae|Bryophyta|Bryopsida|Hypnales|Entodontaceae|Entodon|Entodon concinnus,kingdom|phylum|class|order|family|genus|species,6|35|327|617|9688|2672890|5283863,5283863,0.988
1591,0820_156,0820_156,Bry_156,Bry_156,Bry_156,,Cirriphyllum crassinervium,Cirriphyllum crassinervium,Eurhynchium crassinervium,,,bryophyte,spp,spp,,3.7,15.2,1000,7,3,4,6,7,5,0,0,Hypn,,NA,NA,NA,NA,resolved,matched to NBN preferred,"Eurhynchium crassinervium W.P.Schimper, 1854",Plantae|Bryophyta|Bryopsida|Hypnales|Brachytheciaceae|Eurhynchium|Eurhynchium crassinervium,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4651|2673063|2680220,2680220,0.988
1682,0820_256,0820_256,Bry_256,Bry_256,Bry_256,,Eurhynchium swartzii,Oxyrrhynchium hians,Eurhynchium hians,eurh swart,,bryophyte,spp,spp,,3.6,15,991,7,6,6,5,6,6,0,0,Hypn,,NA,NA,NA,NA,resolved,reverted to old,"Eurhynchium hians Sande Lacoste, 1866",Plantae|Bryophyta|Bryopsida|Hypnales|Brachytheciaceae|Eurhynchium|Eurhynchium hians,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4651|2673063|2680261,2680261,0.988
1677,0820_249,0820_249,Bry_249,Bry_249,Bry_249,,Eurhynchium praelongum,Kindbergia praelonga,Eurhynchium praelongum,eurh prael,,bryophyte,spp,spp,,3.5,14.6,1076,7,3,5,6,5,5,1,1,Hypn,,NA,NA,NA,NA,resolved,matched to NBN preferred,"Eurhynchium praelongum W.P.Schimper, 1854",Plantae|Bryophyta|Bryopsida|Hypnales|Brachytheciaceae|Eurhynchium|Eurhynchium praelongum,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4651|2673063|2680229,2680229,0.988
1680,0820_254,0820_254,,,,,Eurhynchium speciosum,,Eurhynchium speciosum,,,bryophyte,spp,spp,,4.1,15.8,850,7,3,5,8,7,7,0,0,Hypn,,NA,NA,NA,NA,match,,"Eurhynchium speciosum Juratzka, 1863",Plantae|Bryophyta|Bryopsida|Hypnales|Brachytheciaceae|Eurhynchium|Eurhynchium speciosum,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4651|2673063|2680242,2680242,0.988
1681,0820_255,0820_255,Bry_255,Bry_255,Bry_255,,Eurhynchium striatum,Eurhynchium striatum,Eurhynchium striatum,eurh stria,,bryophyte,spp,spp,,3.6,14.7,1100,7,3,4,6,6,5,0,0,Hypn,,NA,NA,NA,NA,match,,"Eurhynchium striatum W.P.Schimper, 1856",Plantae|Bryophyta|Bryopsida|Hypnales|Brachytheciaceae|Eurhynchium|Eurhynchium striatum,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4651|2673063|2680247,2680247,0.988
1683,0820_257,0820_257,Bry_257,Bry_257,Bry_257,,Fissidens adianthoides,Fissidens adianthoides,Fissidens adianthoides,fiss adian,,bryophyte,spp,spp,,3.3,14.1,1267,5,6,7,7,6,2,0,0,Dicr,,NA,NA,NA,NA,match,,"Fissidens adianthoides Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Fissidentales|Fissidentaceae|Fissidens|Fissidens adianthoides,kingdom|phylum|class|order|family|genus|species,6|35|327|1336|4643|2673216|5281267,5281267,0.988
1688,0820_262,0820_262,Bry_262,Bry_262,Bry_262,,Fissidens cristatus,Fissidens dubius,Fissidens dubius,fiss crist,,bryophyte,spp,spp,,3.4,14.3,1268,7,3,7,4,7,2,0,0,Dicr,,NA,NA,NA,NA,match,,"Fissidens dubius Palisot de Beauvois, 1805",Plantae|Bryophyta|Bryopsida|Fissidentales|Fissidentaceae|Fissidens|Fissidens dubius,kingdom|phylum|class|order|family|genus|species,6|35|327|1336|4643|2673216|5283321,5283321,0.988
1692,0820_269,0820_269,Bry_269,Bry_269,Bry_269,,Fissidens osmundoides,Fissidens osmundoides,Fissidens osmundoides,,,bryophyte,spp,spp,,2.7,13,1650,2,6,7,7,5,2,0,0,Dicr,,NA,NA,NA,NA,match,,"Fissidens osmundoides Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Fissidentales|Fissidentaceae|Fissidens|Fissidens osmundoides,kingdom|phylum|class|order|family|genus|species,6|35|327|1336|4643|2673216|5283206,5283206,0.988
1695,0820_274,0820_274,Bry_274,Bry_274,Bry_274,,Fissidens taxifolius,Fissidens taxifolius,Fissidens taxifolius,fiss taxif,,bryophyte,spp,spp,,3.5,14.8,1075,8,3,4,5,7,5,0,0,Dicr,,NA,NA,NA,NA,match,,"Fissidens taxifolius Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Fissidentales|Fissidentaceae|Fissidens|Fissidens taxifolius,kingdom|phylum|class|order|family|genus|species,6|35|327|1336|4643|2673216|5283263,5283263,0.988
3124,0810_756,0810_756,Bry_756,Bry_756,Bry_756,,Fossombronia crozalsii,Fossombronia mittenii,Fossombronia crozalsii,,,bryophyte,spp,spp,,3.3,15.9,793,9,1,6,7,5,4,0,0,Foss,,NA,NA,NA,NA,resolved,is BRC name correct?  Doesn't exist I think,Fossombronia crozalsii Corb.,Plantae|Marchantiophyta|Jungermanniopsida|Fossombroniales|Fossombroniaceae|Fossombronia|Fossombronia crozalsii,kingdom|phylum|class|order|family|genus|species,6|9|126|916|6145|7660961|8167351,8167351,0.988
2126,0810_764,0810_764,Bry_764,Bry_764,Bry_764,,Frullania dilatata,Frullania dilatata,Frullania dilatata,,,bryophyte,spp,spp,,3.6,14.6,1144,8,5,6,4,6,4,1,0,Pore,,NA,NA,NA,NA,match,,Frullania dilatata (L.) Dumort. Dumort. (L.),Plantae|Marchantiophyta|Jungermanniopsida|Porellales|Frullaniaceae|Frullania|Frullania dilatata,kingdom|phylum|class|order|family|genus|species,6|9|126|377|2269|2688736|2688740,2688740,0.988
2130,0810_768,0810_768,Bry_768,Bry_768,Bry_768,,Frullania tamarisci,Frullania tamarisci,Frullania tamarisci,,,bryophyte,spp,spp,,3.4,13.9,1339,5,2,6,5,4,2,1,0,Pore,,NA,NA,NA,NA,match,,Frullania tamarisci (L.) Dumort. Dumort. (L.),Plantae|Marchantiophyta|Jungermanniopsida|Porellales|Frullaniaceae|Frullania|Frullania tamarisci,kingdom|phylum|class|order|family|genus|species,6|9|126|377|2269|2688736|2688738,2688738,0.988
1702,0820_284,0820_284,Bry_284,Bry_284,Bry_284,,Funaria hygrometrica,Funaria hygrometrica,Funaria hygrometrica,,,bryophyte,spp,spp,,3.5,14.9,1034,6,6,7,5,6,7,0,1,Funa,,NA,NA,NA,NA,match,,"Funaria hygrometrica Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Funariales|Funariaceae|Funaria|Funaria hygrometrica,kingdom|phylum|class|order|family|genus|species,6|35|327|1338|4645|2673071|5281229,5281229,0.988
7012,0820_1808,0820_1808,,,,,Grimmia lisae,,Grimmia lisae,,,bryophyte,spp,spp,,5.5,15.3,1105,8,3,7,3,6,3,0,0,Grim,,NA,NA,NA,NA,match,,"Grimmia lisae De Notaris, 1837",Plantae|Bryophyta|Bryopsida|Grimmiales|Grimmiaceae|Grimmia|Grimmia lisae,kingdom|phylum|class|order|family|genus|species,6|35|327|1337|8747|2673623|5281756,5281756,0.988
2133,0810_772,0810_772,Bry_772,Bry_772,Bry_772,,Gymnocolea inflata,Gymnocolea inflata,Gymnocolea inflata,,,bryophyte,spp,spp,,3.1,14.1,1266,5,6,7,7,1,1,0,3,Jung,,NA,NA,NA,NA,match,,Gymnocolea inflata (Huds.) Dumort. Dumort. (Huds.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Anastrophyllaceae|Gymnocolea|Gymnocolea inflata,kingdom|phylum|class|order|family|genus|species,6|9|126|381|2292|2689444|2689446,2689446,0.988
1746,0820_331,0820_331,Bry_331,Bry_331,Bry_331,,Heterocladium heteropterum,Heterocladium heteropterum,Heterocladium heteropterum,,,bryophyte,spp,spp,,3.2,13.8,1460,7,2,3,6,4,3,0,0,Hypn,,NA,NA,NA,NA,match,,"Heterocladium heteropterum W.P.Schimper, 1852",Plantae|Bryophyta|Bryopsida|Hypnales|Thuidiaceae|Heterocladium|Heterocladium heteropterum,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4659|2679403|5283411,5283411,0.988
1562,0820_126,0820_126,Bry_126,Bry_126,Bry_126,,Homalothecium lutescens,Homalothecium lutescens,Homalothecium lutescens,homa lutes,,bryophyte,spp,spp,,3.7,15,969,8,3,8,3,8,2,0,1,Hypn,,NA,NA,NA,NA,match,,"Homalothecium lutescens H.Robinson, 1962",Plantae|Bryophyta|Bryopsida|Hypnales|Brachytheciaceae|Homalothecium|Homalothecium lutescens,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4651|2673096|2673099,2673099,0.988
1749,0820_335,0820_335,,,,,Hookeria lucens,,Hookeria lucens,,,bryophyte,spp,spp,,3.4,13.9,1375,7,2,3,7,5,4,0,0,Hook,,NA,NA,NA,NA,match,,"Hookeria lucens Smith, 1808",Plantae|Bryophyta|Bryopsida|Hookeriales|Hookeriaceae|Hookeria|Hookeria lucens,kingdom|phylum|class|order|family|genus|species,6|35|327|1339|8750|2669698|5280020,5280020,0.988
1756,0820_342,0820_342,Bry_342,Bry_342,Bry_342,,Hygrohypnum ochraceum,Hygrohypnum ochraceum,Hygrohypnum ochraceum,,,bryophyte,spp,spp,,2.6,13.4,1509,2,6,5,10,4,3,0,0,Hypn,,NA,NA,NA,NA,match,,"Hygrohypnum ochraceum Loeske, 1903",Plantae|Bryophyta|Bryopsida|Hypnales|Amblystegiaceae|Hygrohypnum|Hygrohypnum ochraceum,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4650|2681562|2681568,2681568,0.988
1761,0820_346,0820_346,Bry_346,Bry_346,Bry_346,,Hylocomium splendens,Hylocomium splendens,Hylocomium splendens,hylo splen,,bryophyte,spp,spp,,3.2,13.9,1271,3,6,6,5,4,2,0,2,Hypn,,NA,NA,NA,NA,match,,"Hylocomium splendens W.P.Schimper, 1852",Plantae|Bryophyta|Bryopsida|Hypnales|Hylocomiaceae|Hylocomium|Hylocomium splendens,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4652|9772608|2679696,2679696,0.988
1766,0820_3901,0820_3901,Bry_4143,Bry_4143,Bry_4143,,Hypnum cupressiforme,Hypnum cupressiforme,Hypnum cupressiforme,hypn cupre,,bryophyte,spp,spp,,3.4,14.6,1098,6,6,6,4,4,4,0,1,Hypn,,NA,NA,NA,NA,match,,"Hypnum cupressiforme Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Hypnales|Hypnaceae|Hypnum|Hypnum cupressiforme,kingdom|phylum|class|order|family|genus|species,6|35|327|617|8751|2673041|2681972,2681972,0.988
2674,0820_3901,0820_3901,Bry_351.6,Bry_351.6,Bry_351.6,,Hypnum cupressiforme ssp  resupinatum,Hypnum cupressiforme var. resupinatum,Hypnum cupressiforme,,,bryophyte,subsp,spp,,3.4,14.6,1098,6,6,6,4,4,4,0,1,Hypn,,NA,NA,NA,NA,resolved,matched to spp not subsp,"Hypnum cupressiforme Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Hypnales|Hypnaceae|Hypnum|Hypnum cupressiforme,kingdom|phylum|class|order|family|genus|species,6|35|327|617|8751|2673041|2681972,2681972,0.988
3272,0820_351.1,0820_351.1,Bry_351.1,Bry_351.1,Bry_351.1,,Hypnum cupressiforme var cupressiforme,Hypnum cupressiforme var. cupressiforme,Hypnum cupressiforme var. cupressiforme,,,bryophyte,subsp,subsp,,3.4,14.6,1098,6,6,6,4,4,4,0,1,Hypn,,NA,NA,NA,NA,match,,Hypnum cupressiforme var. cupressiforme,Plantae|Bryophyta|Bryopsida|Hypnales|Hypnaceae|Hypnum|Hypnum cupressiforme|Hypnum cupressiforme cupressiforme,kingdom|phylum|class|order|family|genus|species|variety,6|35|327|617|8751|2673041|2681972|7259169,7259169,0.999
1768,0820_353,0820_353,,,,,Hypnum imponens,,Hypnum imponens,,,bryophyte,spp,spp,,2.8,14.4,1170,7,3,8,7,1,1,0,0,Hypn,,NA,NA,NA,NA,match,,"Hypnum imponens Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Hypnales|Hypnaceae|Hypnum|Hypnum imponens,kingdom|phylum|class|order|family|genus|species,6|35|327|617|8751|2673041|2681995,2681995,0.988
2695,0820_351.2,0820_351.2,Bry_351.2,Bry_351.2,Bry_351.2,,Hypnum jutlandicum,Hypnum jutlandicum,Hypnum jutlandicum,hypn jutla,,bryophyte,spp,spp,,3.4,14.2,1206,7,2,6,5,2,2,0,1,Hypn,,NA,NA,NA,NA,match,,"Hypnum jutlandicum Holmen & Warncke, 1969",Plantae|Bryophyta|Bryopsida|Hypnales|Hypnaceae|Hypnum|Hypnum jutlandicum,kingdom|phylum|class|order|family|genus|species,6|35|327|617|8751|2673041|2682005,2682005,0.988
3273,0820_351.4,0820_351.4,Bry_351.8,Bry_351.8,Bry_351.8,,Hypnum cupressiforme var lacunosum,Hypnum cupressiforme var. lacunosum,Hypnum lacunosum,,,bryophyte,subsp,spp,,3.5,14.6,1118,6,6,7,4,6,2,0,2,Hypn,,NA,NA,NA,NA,resolved,matched to spp not subsp,Hypnum lacunosum (Brid.) Hoffm. Hoffm. (Brid.),Plantae|Bryophyta|Bryopsida|Hypnales|Hypnaceae|Hypnum|Hypnum cupressiforme|Hypnum cupressiforme lacunosum,kingdom|phylum|class|order|family|genus|species|variety,6|35|327|617|8751|2673041|2681972|4279332,8570318,0.988
1777,0820_363,0820_363,Bry_363,Bry_363,Bry_363,,Isothecium myurum,Isothecium alopecuroides,Isothecium alopecuroides,,,bryophyte,spp,spp,,3.4,14.5,1159,5,3,4,6,6,5,0,0,Hypn,,NA,NA,NA,NA,match,,"Isothecium alopecuroides Isoviita, 1981",Plantae|Bryophyta|Bryopsida|Hypnales|Brachytheciaceae|Isothecium|Isothecium alopecuroides,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4651|2673550|2679735,2679735,0.988
1776,0820_362,0820_362,Bry_362,Bry_362,Bry_362,,Isothecium myosuroides,Isothecium myosuroides,Isothecium myosuroides,,,bryophyte,spp,spp,,3.4,14.4,1178,5,2,4,6,4,3,0,0,Hypn,,NA,NA,NA,NA,match,,"Isothecium myosuroides Bridel, 1827",Plantae|Bryophyta|Bryopsida|Hypnales|Brachytheciaceae|Isothecium|Isothecium myosuroides,kingdom|phylum|class|order|family|genus|species,6|35|327|617|4651|2673550|2679744,2679744,0.988
2302,0810_947,0810_947,Bry_947,Bry_947,Bry_947,,Jungermannia atrovirens,Jungermannia atrovirens,Jungermannia atrovirens,,,bryophyte,spp,spp,,2.7,13.5,1419,3,3,5,8,6,3,0,0,Jung,,NA,NA,NA,NA,match,,Jungermannia atrovirens Dumort.,Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Jungermanniaceae|Jungermannia|Jungermannia atrovirens,kingdom|phylum|class|order|family|genus|species,6|9|126|381|6136|8176108|2689392,2689392,0.988
2299,0810_944,0810_944,Bry_944,Bry_944,Bry_944,,Jungermannia pumila,Jungermannia pumila,Jungermannia pumila,,,bryophyte,spp,spp,,2.7,13.4,1503,3,6,4,8,5,2,0,0,Jung,,NA,NA,NA,NA,match,,Jungermannia pumila With.,Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Jungermanniaceae|Jungermannia|Jungermannia pumila,kingdom|phylum|class|order|family|genus|species,6|9|126|381|6136|8176108|2689393,2689393,0.988
2164,0810_808,0810_808,Bry_808,Bry_808,Bry_808,,Kurzia pauciflora,Kurzia pauciflora,Kurzia pauciflora,,,bryophyte,spp,spp,,3.3,13.8,1404,5,2,7,9,1,1,0,0,Jung,,NA,NA,NA,NA,match,,Kurzia pauciflora (Dicks.) Grolle Grolle (Dicks.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Lepidoziaceae|Kurzia|Kurzia pauciflora,kingdom|phylum|class|order|family|genus|species,6|9|126|381|2280|2689090|5710130,5710130,0.988
2163,0810_807,0810_807,Bry_807,Bry_807,Bry_807,,Lepidozia reptans,Lepidozia reptans,Lepidozia reptans,,,bryophyte,spp,spp,,3.2,14.2,1262,5,6,3,6,2,2,0,0,Jung,,NA,NA,NA,NA,match,,Lepidozia reptans (L.) Dumort. Dumort. (L.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Lepidoziaceae|Lepidozia|Lepidozia reptans,kingdom|phylum|class|order|family|genus|species,6|9|126|381|2280|2689101|2689102,2689102,0.988
1782,0820_368,0820_368,Bry_368,Bry_368,Bry_368,,Leptodontium flexifolium,Leptodontium flexifolium,Leptodontium flexifolium,,,bryophyte,spp,spp,,2.7,13.7,1375,7,1,7,4,2,2,0,0,Pott,,NA,NA,NA,NA,match,,"Leptodontium flexifolium Hampe, 1864",Plantae|Bryophyta|Bryopsida|Pottiales|Pottiaceae|Leptodontium|Leptodontium flexifolium,kingdom|phylum|class|order|family|genus|species,6|35|327|621|4671|2671207|5280722,5280722,0.988
1786,0820_374,0820_374,Bry_374,Bry_374,Bry_374,,Leucobryum glaucum,Leucobryum glaucum,Leucobryum glaucum,,,bryophyte,spp,spp,,3.2,14,1333,7,3,5,6,2,2,0,0,Dicr,,NA,NA,NA,NA,match,,"Leucobryum glaucum Ångström, 1845",Plantae|Bryophyta|Bryopsida|Dicranales|Dicranaceae|Leucobryum|Leucobryum glaucum,kingdom|phylum|class|order|family|genus|species,6|35|327|1335|4635|2675642|2675719,2675719,0.988
2167,0810_1056,0810_1056,Bry_1056,Bry_1056,Bry_1056,,Lophocolea bidentata,Lophocolea bidentata,Lophocolea bidentata,lophoc biden,,bryophyte,spp,spp,,3.4,14.6,1094,7,3,5,6,4,3,0,1,Jung,,NA,NA,NA,NA,match,,Lophocolea bidentata (L.) Dumort. Dumort. (L.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Lophocoleaceae|Lophocolea|Lophocolea bidentata,kingdom|phylum|class|order|family|genus|species,6|9|126|381|6134|4276909|4276916,4276916,0.988
2168,0810_1056,0810_1056,Bry_1056,Bry_1056,Bry_1056,,Lophocolea cuspidata,Lophocolea bidentata,Lophocolea bidentata,,,bryophyte,spp,spp,,3.4,14.6,1094,7,3,5,6,4,3,0,1,Jung,,NA,NA,NA,NA,match,,Lophocolea bidentata (L.) Dumort. Dumort. (L.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Lophocoleaceae|Lophocolea|Lophocolea bidentata,kingdom|phylum|class|order|family|genus|species,6|9|126|381|6134|4276909|4276916,4276916,0.988
2170,0810_814,0810_814,Bry_814,Bry_814,Bry_814,,Lophocolea heterophylla,Lophocolea heterophylla,Lophocolea heterophylla,,,bryophyte,spp,spp,,3.6,15.4,907,7,6,4,5,4,5,0,0,Jung,,NA,NA,NA,NA,match,,Lophocolea heterophylla (Schrad.) Dumort. Dumort. (Schrad.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Lophocoleaceae|Lophocolea|Lophocolea heterophylla,kingdom|phylum|class|order|family|genus|species,6|9|126|381|6134|4276909|4276912,4276912,0.988
2172,0810_816,0810_816,Bry_816,Bry_816,Bry_816,,Lophozia bicrenata,Lophozia bicrenata,Lophozia bicrenata,,,bryophyte,spp,spp,,3.3,14.6,1182,5,6,6,4,3,1,0,2,Jung,,NA,NA,NA,NA,match,,Lophozia bicrenata (Schmidel ex Hoffm.) Dumort. Dumort. (Schmidel ex Hoffm.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Lophoziaceae|Lophozia|Lophozia bicrenata,kingdom|phylum|class|order|family|genus|species,6|9|126|381|3229887|2689209|8679323,8679323,0.988
2171,0810_815,0810_815,Bry_815,Bry_815,Bry_815,,Lophozia sudetica,Lophozia sudetica,Lophozia sudetica,,,bryophyte,spp,spp,,1.8,12.7,1745,2,6,6,5,2,1,0,0,Jung,,NA,NA,NA,NA,match,,Lophozia sudetica (Nees ex Huebener) Grolle Grolle (Nees ex Huebener),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Lophoziaceae|Lophozia|Lophozia sudetica,kingdom|phylum|class|order|family|genus|species,6|9|126|381|3229887|2689209|4277287,4277287,0.988
2180,0810_824,0810_824,Bry_824,Bry_824,Bry_824,,Lophozia ventricosa,Lophozia ventricosa,Lophozia ventricosa,lophoz ventr,,bryophyte,spp,spp,,3,13.8,1334,3,3,5,6,2,2,0,1,Jung,,NA,NA,NA,NA,match,,Lophozia ventricosa (Dicks.) Dumort. Dumort. (Dicks.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Lophoziaceae|Lophozia|Lophozia ventricosa,kingdom|phylum|class|order|family|genus|species,6|9|126|381|3229887|2689209|2689212,2689212,0.988
2183,0810_827,0810_827,Bry_827,Bry_827,Bry_827,,Marchantia polymorpha,Marchantia polymorpha,Marchantia polymorpha,,,bryophyte,spp,spp,,3.2,14.7,998,5,6,7,8,6,5,0,1,Marc,,NA,NA,NA,NA,match,,Marchantia polymorpha L.,Plantae|Marchantiophyta|Marchantiopsida|Marchantiales|Marchantiaceae|Marchantia|Marchantia polymorpha,kingdom|phylum|class|order|family|genus|species,6|9|125|376|6110|2688569|2688570,2688570,0.988
1794,0820_382,0820_382,Bry_382,Bry_382,Bry_382,,Mnium hornum,Mnium hornum,Mnium hornum,mniu hornu,,bryophyte,spp,spp,,3.4,14.5,1129,7,3,4,5,4,4,0,1,Brya,,NA,NA,NA,NA,match,,"Mnium hornum Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Bryales|Mniaceae|Mnium|Mnium hornum,kingdom|phylum|class|order|family|genus|species,6|35|327|1333|8742|9415279|5282688,5282688,0.988
1797,0820_1080,0820_1080,,,,,Mnium marginatum,,Mnium marginatum,,,bryophyte,spp,spp,,2.3,13.3,1554,5,6,3,6,7,4,0,0,Brya,,NA,NA,NA,NA,match,,"Mnium marginatum Palisot de Beauvois, 1805",Plantae|Bryophyta|Bryopsida|Bryales|Mniaceae|Mnium|Mnium marginatum,kingdom|phylum|class|order|family|genus|species,6|35|327|1333|8742|9415279|5282706,5282706,0.988
1806,0820_394,0820_394,,,,,Mnium stellare,,Mnium stellare,,,bryophyte,spp,spp,,2.9,14.2,1264,5,6,2,6,7,4,0,0,Brya,,NA,NA,NA,NA,match,,"Mnium stellare Reichard ex Hedwig, 1801",Plantae|Bryophyta|Bryopsida|Bryales|Mniaceae|Mnium|Mnium stellare,kingdom|phylum|class|order|family|genus|species,6|35|327|1333|8742|9415279|5282686,5282686,0.988
2207,0810_852,0810_852,Bry_852,Bry_852,Bry_852,,Mylia anomala,Mylia anomala,Mylia anomala,,,bryophyte,spp,spp,,2.9,13.6,1364,4,6,7,9,1,1,0,0,Jung,,NA,NA,NA,NA,match,,Mylia anomala (Hook.) Gray Gray (Hook.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Myliaceae|Mylia|Mylia anomala,kingdom|phylum|class|order|family|genus|species,6|9|126|381|6132|3229868|5837638,5837638,0.988
2209,0810_854,0810_854,Bry_854,Bry_854,Bry_854,,Mylia taylorii,Mylia taylorii,Mylia taylorii,,,bryophyte,spp,spp,,2.5,12.8,1704,4,2,6,7,2,2,0,0,Jung,,NA,NA,NA,NA,match,,Mylia taylorii (Hook.) Gray Gray (Hook.),Plantae|Marchantiophyta|Jungermanniopsida|Jungermanniales|Myliaceae|Mylia|Mylia taylorii,kingdom|phylum|class|order|family|genus|species,6|9|126|381|6132|3229868|2689507,2689507,0.988
